Date,Opinion,Pro,TweetText
1/4/19 11:33,Positive,,Super! Many congratulations. Look forward to diving in \xf0\x9f\x91\x8f\xf0\x9f\x8f\xbd https://t.co/aSGxALXyUw'
1/3/19 16:22,Negative,Against Gov,"Never a dull day in Indian democracy-as it should be. From a foregone conclusion 6 mnths ago about who would win, today all bets are off &amp; the race for PM wide open. A 2014 type massive 282 seats for @BJP4India in 2019 to me looks impossible #GeneralElections2019'"
12/25/18 15:41,Negative,Against Gov,"Mr @nitin_gadkari known to speak his mind, but of late is making remark after remark that is open to interpretation and (mis) interpretation. Is there a group emerging within @BJP4India which is distancing itself from all-powerful Modi-Shah combine?Aage aage dekhiye hota hai kya https://t.co/KwjWzLGwjv'"
12/18/18 8:38,Negative,Against Gov,Is \xe2\x80\x9cModi magic\xe2\x80\x9d no longer intact? BJP Lost More Than 70% Assembly Constituencies Where Narendra Modi Campaigned During Recent 5-State Polls | | IndiaSpend https://t.co/GJXthCeQeC'
12/17/18 4:11,Negative,Against Gov,"Attacks on the Gandhi family worked for @BJP4India and @narendramodi in 2013-2014, but five years later, more vicious personalised slurs on @RahulGandhi and Sonia are unlikely to pay off. Re-up of my take: https://t.co/3vuqgxvZYJ'"
12/16/18 5:05,Negative,Against Gov,"Bashing the Gandhi family in 2013-14 sounded thrillingly gutsy, five years later endless invectives against Sonia and @RahulGandhi sounds tired and stale. @narendramodi &amp; @BJP4India need new ideas. My take in today\xe2\x80\x99s @timesofindia.\nhttps://t.co/3vuqgxvZYJ'"
12/16/18 4:40,Negative,Against Gov,Vicious and endless bashing of the Gandhi family now sounds tired and stale and reveals @narendramodi &amp; @BJP4India\xe2\x80\x99s  lack of new ideas. My take in Sunday @timesofindia https://t.co/PoVmajjjWu'
12/14/18 12:23,Positive,,Many congratulations ! The Jnanpith honours a master. So well deserved \xf0\x9f\x91\x8f\xf0\x9f\x8f\xbd\xf0\x9f\x91\x8f\xf0\x9f\x8f\xbd https://t.co/syMb1gXKNo'
12/14/18 4:24,Neutral,,An @Outlookindia CSDS Election analysis: The assembly poll results are a red flag for @BJP4India but not exactly an endorsement of @INCIndia. https://t.co/p7mlygHHMX'
12/11/18 4:53,Positive,,The significant popularity of @ChouhanShivraj keeping @BJP4India in contention in #MadhyaPradesh. Had noted  his popularity even after 15 years'
12/8/18 3:46,Negative,Against Gov,"2018=1993 redux? Post 1992 #BabriMasjidDemolition election: @BJP4India lost MP (then incl C-garh), lost Himachal, lost UP, scraped thru in R-than with independents. My hunch this time is all 5 states going in one direction. (with a mea MAXIMA culpa if am proved wrong)'"
12/7/18 17:25,Neutral,,"If #ExitPolls numbers hold, incumbent @BJP4India govts in Hindi heartland facing a rural insurrection. Notebandi, low crop prices, loan burden= farmers &amp; poor in open revolt. One exit poll giving as many as 65 seats to @INCIndia  in C-garh is just staggering.'"
12/7/18 2:53,Negative,,Telangana CM K Chandrashekhar Rao and Raj CM @VasundharaBJP face poll test as Telangana and Rajasthan vote today. https://t.co/g3A0sThNC7'
12/6/18 16:14,Neutral,,"Flashback 2013: @VasundharaBJP feisty &amp; full of beans on campaign trail. Love or hate them, women netas work v hard https://t.co/uStwuvWjNs'"
11/28/18 12:18,Neutral,,Polling ends in the crucial #MadhyaPradeshElections ( state which gave 27 out of 29 Lok Sabha seats to @BJP4India in 2014) turnout high at 65.5%'
11/28/18 9:26,Neutral,,"Heavy voting in bellweather seat of Bhojpur in #MadhyaPradeshElections once bastion of @BJP4India strongman, late CM Sunderlal Patwa. https://t.co/NAPkBmqkWM'"
11/28/18 5:00,Negative,Against Gov,"Polling day today in #MadhyaPradeshElections2018 #MizoramElections : @BJP4India faces tough fight to retain its crucial Madhya Pradesh citadel and @INCIndia in tough battle to retain Mizoram, its last state in NE. So far netas have been yelling, today voters will speak'"
11/26/18 16:20,Negative,Against Gov,"Another key factor in #MadhyaPradesh is massively sharpening caste divides. On the one side, rising Dalit anger, on the other upper caste fury at the @BJP4India bringing SC/ST act amendment. Will savarna castes ditch saffron this time? Aage aage dekhiye hota hai kya..'"
11/26/18 14:45,Neutral,,"@OzaNandini @INCIndia @ChouhanShivraj @BJP4India went to Gwalior, Bhind, Morena, (Tushtipur) Shivpuri, Mandsaur, Bhopal, Ujjain, Budhni..YES anger, disillusionment against local MLAs, but not much against @ChouhanShivraj. The sambal yojana had clicked even tho the Bhawantar scheme has not. Results? Too close to call!'"
11/15/18 6:31,Positive,,Many congratulations! This is going to be a humdinger \xf0\x9f\x91\x8f Hugely look forward to devouring it https://t.co/aMPNuYwPMN'
11/11/18 2:58,Negative,Against Gov,"Interesting view from a local here in Morena, MP: ""@INCIndia is like a kharbooj, each one looks different from outside and inside. @BJP4India is like a santra, they may be different inside but outwardly all wear the same uniform orange colour."" Apt!'"
11/10/18 2:44,Neutral,,"Farmers distress at an all time high across Gwalior Chambal. @BJP4India govt seen as jhooth bolne wale, but no wave towards @INCIndia . Many saying they don\'t even know who Cong candidates are, ""inhe koi pehchanta nahi hain."" @INCIndia woefully thin on the ground'"
10/31/18 3:41,Neutral,,"Any ordinance or legislative fiat by @BJP4India govt to bring in #RamMandir would be utterly divisive, ruinous for communal peace and MUST be avoided at all costs. @timesofindia editorial: https://t.co/Lya8psOAye'"
10/30/18 4:22,Neutral,,"Received via whatsapp: Why is @BJP4India scared of building #RamTemple quickly? Because they're afraid @RahulGandhi will visit it more often than their own leaders."""
10/28/18 17:09,Negative,Against Gov,"Is the @BJP4India party president giving a call to break the law, flout the Constitution and establish a theocracy in place of democracy? Politicians need a crash course in political science. Or maybe they can read my new book \xf0\x9f\x98\x8e https://t.co/1BsZdBAGEx'"
10/18/18 9:09,Positive,,How fantastic and well deserved ! Many congratulations to the valiant @bainjal https://t.co/hOxdAUWPAV'
10/12/18 13:53,Positive,,"Many congratulations @meerasanyal , look forward to reading https://t.co/zJkwwZ6JTO'"
10/6/18 13:34,Neutral,,"Election season again. @INCIndia needs to win at least two of Rthan, Cgarh, MP. If @BJP4India wins all 3, it gains undeniable momentum going fwd to 2019.'"
10/6/18 11:12,Neutral,,"Well at least this time @BJP4India IT Cell members didn't announce poll dates before the #ElectionCommission #smallmercies\xf0\x9f\x98\x87"""
10/3/18 15:26,Negative,Against Gov,"With Mayawati dumping @INCIndia we must ask, is Cong still considered too weak to fight @BJP4India, simply not a magnet for regional forces who do not want to be junior leaders to @RahulGandhi? Yet this might only be smart tactics on part of #Mayawati keen to play safe for now https://t.co/KdbFUWyODY'"
9/29/18 11:31,Positive,,Many congratulations to my friend @vargheseKgeorge ! Look forward to reading https://t.co/qPrERsnRNd'
9/26/18 4:57,Positive,,Wonderful start-up! Congrats @vikramchandra https://t.co/bJdYeFnm0A'
9/23/18 14:07,Negative,Against Gov,"Of all @BJP4India ministers astounding to see Mr @mjakbar who wrote a book extolling Nehru, who was @INCIndia MP &amp; spokesperson and staunch defender of Rajiv Gandhi during Bofors, now joining hashtags abusing entire families. Plus ca change, plus c\xc3\xa9st la meme chose'"
9/7/18 4:52,Negative,Against Gov,"Meanwhile, with the strong attack from KCR, the federal front appears to be evaporating, @BJP4India  pulling ahead in MP and C-garh, and no clarity on the opposition alliance for 2019 https://t.co/6inohx1awN'"
9/6/18 16:18,Negative,Against Gov,"@monteskw @ndtv Yes sir. You may know that Amit Shah planning to campaign in Telangana later this month. If state and general elex happen together (as scheduled) then BJP could benefit from nationwide ""Modi factor"". Thats why KCR wants snap polls, with maybe a tie up post-poll.'"
9/6/18 16:12,Negative,Against Gov,"Rahul Gandhi ""Biggest Buffoon"" In The Country, Says KCR https://t.co/vAHBz9njHB via @ndtv. TRS doesn\'t want state polls with general elex due to Modi factor but heading for post poll tie up with BJP?'"
9/4/18 8:14,Negative,Against Gov,"Student Arrested For Shouting ""Fascist BJP Government"" On Plane Gets Bail but why was she arrested in the first place and what was her crime? https://t.co/apGe9b5Qie via @ndtv'"
9/2/18 11:46,Negative,Against Gov,Whats common between Shiv Sena and BJP? The constant search for an enemy. Re-upping my op-ed from last month. https://t.co/RbyNwp0gbf'
8/31/18 2:34,Negative,Against Gov,"Today @BJP4India is valorising Vajpayee through Asthi Kalash Yatra and memorials but beyond the photo ops, Vajpayee\xe2\x80\x99s true legacy has been forgotten by his own party. My op ed today in @timesofindia https://t.co/xcOSacELXW'"
8/27/18 6:25,Negative,Against Gov,"Manmohan Singh already apologised for 1984. Why doesn't @RahulGandhi give a blanket genuine apology for all the riots Cong has been accused of, involvement in 1984, Meerut, Moradabad, Hashimpura killings. Citizens can then wait for BJP to apologise too for Gujarat 2002/ M-nagar"""
8/20/18 4:47,Positive,,"What a treasure trove of facts, milestones and personalities in this richly illustrated compendium from India\xe2\x80\x99s original quizmaster @babubasu. Congratulations Rosa and Babu Basu! https://t.co/lGmxI4bWs8'"
8/10/18 17:32,Negative,Against Gov,"I share my views on @ETNOWlive that @BJP4India has quickly woken up to needs of allies, as seen in acceptance of a critical JDU candidate as RS dy chair. All alliances are revealed as flexible, its every man and every woman for himself or herself in 2019 https://t.co/rJOC1R5iy5'"
8/10/18 16:35,Neutral,,"Great show, greatly enjoyed! Its time @INCIndia learned how to be an Opposition and @BJP4India paid more attention to parliamentary democracy. Citizens would be better off! https://t.co/vzwOsi476o'"
8/10/18 4:17,Negative,Against Gov,"The @INCIndia loses, but @BJP4India doesn't win either. Instead regional parties play kingmaker in RS Dy speaker poll when BJP forced to accept a JDU candidate. https://t.co/c7asWJyj0h"""
8/9/18 6:54,Negative,Against Gov,The consensus line among panelists at @sardesairajdeep book launch \xe2\x80\x9cNewsman\xe2\x80\x9d last night ( except for the @BJP4India rep) is that India headed for a coalition govt in 2019 https://t.co/XPKuQ4ni9q'
8/8/18 3:06,Negative,Against Gov,"The @BJP4India and sangh are constantly in search of an ""enemy"". First ""anti-nationals"", then ""urban Naxals"" now ""Bangladeshis"". Manufacturing enemies helps politicians, doesn\'t help people. My take in @timesofindia today: https://t.co/RbyNwp0gbf'"
8/6/18 5:25,Negative,Against Gov,"@kumaratgmail @RituRathaur @Swamy39 @padhalikha @burnolwalli @sankrant @VashiMant @madhukishwar @ShefVaidya @virendersehwag Sir, sometimes you give examples Saudi Arabia-does-this-why-should-BJP-not,  or your refrain is Congress-does-this-why-should-we-not. Why are you so desperate to imitate Congress or even Saudi Arabia? Are you a just bunch of copycats? Did you pass exams by copying?'"
7/28/18 3:26,Negative,Against Gov,More trouble from allies for @BJP4India : SC/ST Act: LJP puts BJP on notice | India News - Times of India https://t.co/oiRVIHJgfp'
7/27/18 14:05,Negative,Against Gov,"Rising Muslim population is the reason for lynching, says @BJP4India MP. And these are India\'s legislators, bearers of the ""wisdom"" of Parliament https://t.co/lJ61vv5kYt'"
7/27/18 8:50,Negative,Against Gov,Hindu couples should have five kids to \xe2\x80\x9csave India\xe2\x80\x9d says @BJP4India MLA https://t.co/LsYt83O0em'
7/27/18 4:44,Negative,Against Gov,"""I would have ordered to kill all the progressive thinkers of the country"", says a politician of @BJP4India, India\'s ruling party https://t.co/MjHs5dgYtd'"
7/26/18 13:03,Negative,Against Gov,"Outstanding @derekobrienmp! : ""Digital India is Divisive India"". ""1) ""Why are @BJP4India leaders asking for Postcard News to be brought back 2) Why is the handle @ippatel not shut down? 3) The biggest advertiser on @facebook is ""India With Namo"" , who is paying for it?"" https://t.co/f2UDrCBqQm'"
7/26/18 12:48,Negative,Against Gov,"Unless @RahulGandhi gets married we won't hug him because our wives will divorce us and #Section377 has still not been scrapped so there could be a court case: @BJP MP. https://t.co/dZXmhdW61Y"""
7/26/18 6:42,Negative,Against Gov,4 Of 5 Best-Governed States In India Are Not Ruled By BJP https://t.co/bmGpelwPEp via @IndiaSpend'
7/21/18 15:43,Negative,Against Gov,"How can elected representatives of the people refuse to meet certain journalists? But this happens to so many of us. Revealing exerpts from Karan Thapar's new book in this article. Why Modi Walked Out in 2007 and the BJP Now Shuns Me https://t.co/llvIrsEu8Q via @thewire_in"""
7/20/18 8:35,Negative,Against Gov,"""The @PMOIndia and BJP Party Prez cannot afford to lose power because they know if they lose power, other processes will start against them. Thats why they are angry and this anger is transmitted in India:"" @RahulGandhi'"
7/20/18 8:01,Negative,Against Gov,"Fighting extremely aggressive speech from  @RahulGandhi , @BJP4India taken aback, switching schizophrenically between laughter and fury by turn..'"
7/20/18 7:57,Negative,Against Gov,"Now an aggressive @RahulGandhi on the front foot, accuses @PMOIndia of not being truthful. @BJP4India screaming after every line RG speaks'"
7/20/18 6:40,Negative,Against Gov,"""BJP is delaying, misleading colluding with our enemies, we are on watch list, YCR CP on the guest list of PM..Do justice to AP, Sardar Patel said: it will be a folly to ignore reality because facts and truth will take their revenge"". Well spoken Jayadev Galla'"
7/20/18 4:02,Negative,Against Gov,No-trust vote: BJP looks to PM to target opposition in debate https://t.co/UBSVepZzec via @timesofindia'
7/2/18 4:38,Neutral,,"Won't a single, not one, senior ministerial colleague of @SushmaSwaraj from @BJP4India speak in her defence? https://t.co/YhGDKMoRhT"""
6/26/18 3:36,Negative,Against Gov,"A @BJP4India leader laments the current ""undeclared Emergency"" https://t.co/yx6Eckpcaa'"
6/24/18 14:34,Negative,Against Gov,Unbelievable. @SushmaSwaraj is a natural-born leader from the Vajpayee @BJP4India which always abided by parliamentary democracy. https://t.co/IfdKCEvOCo'
6/24/18 5:30,Negative,Against Gov,"Wow, @BJP4India MLA Lal Singh tells journalists in J&amp;K: ""Mend your ways, you know what happened to Shujaat Bukhari"". @pressfreedom https://t.co/i0zLrNgfJS'"
6/22/18 15:26,Neutral,,The @INCIndia has made a serious allegation: 11 district co-operative banks linked to @BJP4India netas in Gujarat received 3000 +cr deposits of old notes post De-Mo in 5 days. There must be a thorough probe on this'
6/22/18 15:04,Negative,Against Gov,"Bank with links to @BJP4India Prez @AmitShah received highest number of demonitised notes--700 crore--after DeMo announcement, reveals RTI query: https://t.co/ERI6z5ZCPF'"
3/15/19 15:05,Positive,Pro Gov,"The #NewZealandShooting is a despicable act of terrorism, that must be condemned unequivocally. The world stands in need of compassion &amp; understanding. Not bigotry &amp; hate filled extremism. My condolences to the families of the victims. My prayers go out to those who were injured.'"
3/15/19 7:03,Negative,,NoMo trying to stop the truth about his criminal failure on employment from becoming public. \n\nhttps://t.co/w7xSfQKmyV'
3/14/19 12:33,Negative,,"At the world's first Fishermen's Parliament today in Trichur, over 3,000 delegates and 543 members representing different regions, exchanged ideas &amp; debated what needs to be done to strengthen fishing communities around India. \n\nHere's a short video from this unique parliament! https://t.co/ve3Jl3yLWG"""
3/14/19 4:19,Neutral,,Weak Modi is scared of Xi. Not a word comes out of his mouth when China acts against India. \n\nNoMo\xe2\x80\x99s China Diplomacy: \n\n1. Swing with Xi in Gujarat \n\n2. Hug Xi in Delhi \n\n3. Bow to Xi in China \n\nhttps://t.co/7QBjY4e0z3'
3/13/19 18:21,Negative,,"I want to thank the students &amp; staff at Stella Maris College, Chennai for a wonderful interaction today. The energy was electrifying. I enjoyed answering your questions. Young people like you are India\xe2\x80\x99s future &amp; from what I saw today, India\xe2\x80\x99s future is in safe hands! https://t.co/qLzASJ1MSu'"
3/12/19 17:18,Neutral,,"I'm grateful to all the Congress workers &amp; leaders who helped organise the CWC meeting &amp; massive public rally in Gujarat today. I'm also grateful to the people of Gujarat for their love &amp; affection. \n\nClick the link below to view my entire speech.\n\nhttps://t.co/QeyedM2so6 https://t.co/CxY3jDzOjr"""
3/12/19 7:53,Negative,,"On the anniversary of Gandhi Ji\xe2\x80\x99s historic Dandi March, the Congress Working Committee in Ahmedabad, resolved to defeat the RSS/ BJP ideology of fascism, hatred, anger &amp; divisiveness. No sacrifice is too great in this endeavour; no effort too little; this battle will be won. https://t.co/w6PhAIbYMs'"
3/12/19 3:38,Neutral,,Here are the highlights of my speech yesterday at the Delhi Booth Workers Convention. \n\nClick on the link below to view a longer version of the speech. \n\nYou can also follow me on YouTube by subscribing to my channel. \n\nhttps://t.co/urF796z91s https://t.co/GG3up8d86E'
3/11/19 17:39,Positive,,I was happy to address our Congress Party Polling Booth Workers in Delhi this evening. Their energy &amp; enthusiasm convinces me that the Congress party in Delhi will do extremely well in the general elections. \n\nHere\xe2\x80\x99s a short video from the meeting. https://t.co/TMzTIwZ4GA'
3/10/19 7:04,Negative,Against Gov,"PM Modi please tell the families of our 40 CRPF Shaheeds, who released their murderer, Masood Azhar? \n\nAlso tell them that your current NSA was the deal maker, who went to Kandahar to hand the murderer back to Pakistan. https://t.co/hGPmCFJrJC'"
3/9/19 12:05,Negative,Against Gov,"The video of fugitive #NiravModi in London shows an uncanny similarity between him &amp; his bhai, PM Modi. \n\nBoth have looted India and are called Modi. \n\nBoth refuse to answer any questions. \n\nBoth believe they are above the law. \n\nBoth will face justice. https://t.co/20Y36iVj2Y'"
3/8/19 5:45,Positive,,"While saluting the undaunted, fighting spirit of women this #InternationalWomensDay\xe2\x81\xa0, I would also like us to recommit ourselves to breaking the barriers that continue to hinder their path to freedom &amp; equality. In doing so, a better, brighter, braver world awaits us.'"
3/6/19 13:47,Negative,Against Gov,"There is now enough evidence to prosecute the PM in the #RafaleScam. \n\nThe trail of corruption begins &amp; ends with him. \n\nThat crucial Rafale files incriminating him are now reported \xe2\x80\x9cstolen\xe2\x80\x9d by the Govt, is destruction of evidence &amp; an obvious coverup. \n\n#FIRagainstCorruptModi'"
3/6/19 12:59,Positive,,Today I met with diplomats of the G-20 nations &amp; some neighbouring countries. \n\nWe discussed a wide range of issues &amp; are united in our fight against the scourge of terrorism.\n\nI enjoyed the exchange of perspectives &amp; ideas &amp; look forward to continuing our dialogue. https://t.co/itX4y2B2D7'
3/2/19 17:01,Negative,Against Gov,"Dear PM,\n\nHave you no shame at all? \n\nYOU stole 30,000 Cr and gave it to your friend Anil. \n\nYOU are solely responsible for the delay in the arrival of the RAFALE jets.  \n\nYOU are WHY brave IAF pilots like Wing Cdr. Abhinandan, are risking their lives flying outdated jets. https://t.co/BrzAuFTlFu'"
2/24/19 9:47,Negative,Against Gov,"The apathy &amp; incompetence of the Assam Govt. has resulted in the tragic deaths of over 140 people with scores of victims in hospital, poisoned by toxic alcohol. \n\nMy condolences to the families of those who have died. I also pray that those in hospital make a speedy recovery.'"
2/21/19 7:34,Negative,Against Gov,"The brave are martyred. Their families struggle.40 Jawans give their lives but are denied the status of \xe2\x80\x9cShaheed\xe2\x80\x9d. While this man has never given &amp; only taken. He\xe2\x80\x99s gifted 30,000Cr of their money &amp; will live happily ever after. Welcome to Modi\xe2\x80\x99s NEW INDIA.\nhttps://t.co/VjiJvSzN2h'"
2/18/19 3:19,Negative,,"The brutal murder of two members of our Youth Congress family in Kasargod, Kerala is shocking. The Congress Party stands in solidarity with the families of these two young men &amp; I send them my deepest condolences. We will not rest till the murderers are brought to justice.'"
2/16/19 16:17,Negative,Against Gov,"Modi ji, i think Make in India needs a serious rethink. Most people feel it has failed. I assure you we in the Congress are thinking very deeply about how it will be done. \n\nhttps://t.co/3jKBOzEmE3'"
2/13/19 14:11,Negative,Against Gov,"The CAG report is a cover-up. It ignores the cost of the missing Bank Guarantee &amp; glosses over the suspect costs for ""India Specific Enhancements"". \n\nBut even the CAG couldn\'t hide that it may take upto 10 yrs. for the 36 RAFALE jets to be delivered!\n\nWatch &amp;.Share this video. https://t.co/yegK4wg9CS'"
2/13/19 4:45,Positive,,The PM defended his personal RAFALE bypass deal on 2 counts : \n\n1. Better Price \n2. Faster Delivery \n\nBoth have been demolished by the revelations in the Hindu today. \n\nWatch my LIVE Press Conference on the #RafaleScam at 3.30 PM today. https://t.co/IzyCaHeyIM'
2/1/19 9:28,Negative,Against Gov,"Dear NoMo,\n\n5 years of your incompetence and arrogance has destroyed the lives of our farmers. \n\nGiving them Rs. 17 a day is an insult to everything they stand and work for. \n\n#AakhriJumlaBudget'"
1/30/19 15:57,Positive,,"I totally empathise with Parrikar Ji's situation &amp; wish him well. He's under immense pressure from the PM after our meeting in Goa and needs to demonstrate his loyalty by attacking me. \n\nAttached is the letter I've written him. https://t.co/BQ6V6Zid8m"""
1/25/19 16:21,Positive,,"I\xe2\x80\x99m happy that Shri Bhupen Hazarika and Nanaji Deshmukh have been honoured, posthumously, with the Bharat Ratna.'"
1/22/19 10:38,Negative,Against Gov,"Modi Bachao,\nAdvertisement Chalao. \n\nhttps://t.co/r3QymidPo4'"
1/20/19 13:51,Negative,Against Gov,"Your Highness,\n\nThe cries for help are the cries of millions of unemployed youth; of farmers in distress; of oppressed Dalits &amp; Adivasis; of persecuted minorities; of small businessmen in ruin; begging to be freed from your tyranny &amp; incompetence. \n\nIn 100 days they will be free. https://t.co/sasW1IetWO'"
1/16/19 12:43,Positive,,"I'm upset to hear Arun Jaitley Ji is not well. We fight him on a daily basis for his ideas. However, I and the Congress party send him our love and best wishes for a speedy recovery. We are with you and your family 100% during this difficult period Mr Jaitley."""
1/15/19 4:53,Positive,,I wish you all a very Happy Pongal!\n\n #HappyPongal2019'
1/13/19 9:49,Positive,,"It was a pleasure to meet with Sultan bin Muhammad Al-Qasimi, the ruler of the Emirate of Sharjah. We had a cordial discussion that covered a range of issues. I look forward to working with him to strengthen the bonds between our countries. https://t.co/UHCnmR6lMl'"
1/12/19 10:10,Positive,,"It was a pleasure to meet Sheikh Nahyan Bin Mubarak Al Nahyan in Abu Dhabi today, at the lunch he hosted for our delegation. He is a true friend of India &amp; I look forward to working with him to strengthen the relationship between our countries. https://t.co/nDWfwtWdFL'"
1/10/19 17:15,Negative,Against Gov,"Fear is now rampaging through Mr Modi\xe2\x80\x99s mind. He can\xe2\x80\x99t sleep. He stole 30,000Cr from the IAF and gave it to Anil Ambani. Sacking the CBI Chief #AlokVerma twice in a row, clearly shows that he is now a prisoner of his own lies.\n\nSatyamev Jayate.'"
1/9/19 15:29,Negative,Against Gov,"With all due respect Modi Ji, in our culture respect for women begins at home.  \n\nStop shaking. Be a man and answer my question: Did the Air Force and Defence Ministry object when you bypassed the original Rafale deal?\n\nYes? Or No? \n\n#RafaleScam'"
1/8/19 10:02,Negative,Against Gov,"The truth of Rafale will destroy Mr Modi. It\xe2\x80\x99s only a question of time before full evidence of his role in the theft of 30,000 Cr. becomes public. \n\nCongratulations to the SC for upholding the law.\n\n#AlokVerma'"
1/5/19 14:53,Negative,Against Gov,Congress built the India growth story. Modi has used Demonetisation and the Gabbar Singh Tax to completely destroy it. He\xe2\x80\x99s an incompetent man who listens to nobody.\n\nhttps://t.co/mAo8yWa1gV'
1/3/19 15:19,Negative,Against Gov,"Modi ji this is looking very bad. Can you please get your mouthpiece, Jetley, to spin this?\n\nhttps://t.co/IA5VeFmAXU'"
1/1/19 2:55,Positive,,"I wish you all, a Happy New Year!'"
12/29/18 7:30,Positive,,"I had an excellent meeting today with the Prime Minister of Bhutan, Dr Lotay Tshering. We discussed the political situation in the region and other matters of common interest. I look forward to continuing our dialogue in the future. https://t.co/QwbTddNaGc'"
12/28/18 6:08,Positive,,"On #CongressFoundationDay let us celebrate &amp; acknowledge the selfless service &amp; contributions of millions of Congress workers, men &amp; women, who have helped build &amp; sustain the Congress party over the ages. We owe these unsung heroes our gratitude &amp; respect. \n\nI salute them all. https://t.co/nJyHZmcIXd'"
12/22/18 11:47,Negative,Against Gov,NO ONE KILLED...\n\nHaren Pandya.\n\nTulsiram Prajapati.\n\nJustice Loya.\n\nPrakash Thombre. \n\nShrikant Khandalkar.\n\nKauser Bi.\n\nSohrabuddin Shiekh.\n\nTHEY JUST DIED.'
12/21/18 11:53,Negative,Against Gov,"Converting India into a police state isn\xe2\x80\x99t going to solve your problems, Modi Ji.  \n\nIt\xe2\x80\x99s only going to prove to over 1 billion Indians, what an insecure dictator you really are. https://t.co/KJhvQqwIV7'"
12/16/18 16:18,Positive,,"The statue of Kalaignar Karunanidhi, one of India\xe2\x80\x99s great sons, was unveiled in Chennai today. \n\nI thank Shri M K Stalin, friends from the DMK &amp; Congress &amp; the great people of Tamil Nadu, for the warmth &amp; affection they showered on me &amp; Sonia Ji at today\xe2\x80\x99s function. @mkstalin https://t.co/0kmQvP4UZy'"
12/9/18 7:22,Positive,,"Shri Stalin &amp; senior members of the DMK, visited Sonia Ji in Delhi today, to wish her on her birthday. We had a warm &amp; cordial meeting &amp; discussed a range of issues. I look forward to continuing our dialogue &amp; to strengthening our alliance, that has stood the test of time. https://t.co/Cdg0deyfQG'"
12/5/18 16:47,Negative,Against Gov,"Dear Mr Modi,\n\nNow that campaigning is over, hope you can spare some time for your part-time job as PM. \n\nBtw its been 1,654 days since u became PM. Still no press conference? \n\nSome pics from our Hyderabad PC today. Try one someday, it\xe2\x80\x99s fun having questions thrown at you! https://t.co/Tc3I1kLGBI'"
12/3/18 17:08,Negative,Against Gov,"8 months before they were allowed to flee, the IT dept. wrote a 10,000 pg report on Chota Modi &amp; Choksi\xe2\x80\x99s massive fraud.\n\nGovt had evidence to arrest them. But didn\xe2\x80\x99t because FM Jaitlie\xe2\x80\x99s daughter was hired as Choksi\xe2\x80\x99s lawyer. \n\nFM Jaitlie must resign immediately. https://t.co/31LwGM7b60'"
